,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Isogo Ward,Yokohama City",District_Babacho,District_Haramachi,District_Higashicho,District_Hisakicho,District_Hitorizawacho,District_Isogo,District_Isogodai,District_Kamicho,District_Kaminakazatocho,District_Kuriki,District_Maruyama,District_Mori,District_Morigaoka,District_Nakahara,District_Nishicho,District_Okamura,District_Sakashitacho,District_Shimocho,District_Shinsugitacho,District_Shiomidai,District_Sugita,District_Sugitatsubonomi,District_Takigashira,District_Tanaka,District_Yokodai,Nearest_Station_Byobugaura,Nearest_Station_Gumyoji (Keikyu),Nearest_Station_Gumyoji (Yokohamashiei),Nearest_Station_Isogo,Nearest_Station_Kamiooka,Nearest_Station_Kanazawabunko,Nearest_Station_Keikyutomioka,Nearest_Station_Konandai,Nearest_Station_Maita,Nearest_Station_Negishi (Kanagawa),Nearest_Station_Nokendai,Nearest_Station_None,Nearest_Station_Shinsugita,Nearest_Station_Sugita (Kanagawa),Nearest_Station_Yokodai,Nearest_Station_Yoshinocho,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
