,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamanashi Prefecture,Municipality_Minami Alps City,District_Arino,District_Asabara,District_Ayamegaoka,District_Ayuzawa,District_Barazawa,District_Daishi,District_Dodo,District_Ebara,District_Enokihara,District_Furuichiba,District_Higashinango,District_Hiraoka,District_Iino,District_Iinoshinden,District_Jugosho,District_Kagami,District_Kagaminakajo,District_Kamiimai,District_Kamiimasuwa,District_Kamimiyaji,District_Kawakami,District_Kuruwada,District_Kuruwadashinden,District_Momosono,District_Mujina,District_Nishinango,District_Nishino,District_Ochiai,District_Ogasahara,District_Sawanobori,District_Shimizu,District_Shimoichinose,District_Shimoimai,District_Shimoimasuwa,District_Shimomiyaji,District_Shimotakasuna,District_Tajima,District_Terabe,District_Toda,District_Tokaichiba,District_Tokunaga,District_Tsukahara,District_Uehatta,District_Yagoshima,District_Yamadera,District_Yoshida,District_Zaiketsuka,Nearest_Station_Higashihanawa,Nearest_Station_Ichikawadaimon,Nearest_Station_Joei,Nearest_Station_Kajikazawaguchi,Nearest_Station_Koikawa,Nearest_Station_Ryuo,Nearest_Station_Shiozaki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
