,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,Municipality_Ebina City,District_Chuo,District_Higashikashiwagaya,District_Izumi,District_Kadosawabashi,District_Kamigo,District_Kamiimaizumi,District_Kashiwagaya,District_Kawaraguchi,District_Kokubukita,District_Kokubuminami,District_Mochi,District_Nakano,District_Nakashinden,District_Ogicho,District_Oya,District_Oyakita,District_Satsukicho,District_Shimoimaizumi,District_Sugikubominami,Nearest_Station_Atsugi,Nearest_Station_Ebina,Nearest_Station_Iriya (Kanagawa),Nearest_Station_Kadosawabashi,Nearest_Station_Kashiwadai,Nearest_Station_Sagamino,Nearest_Station_Sagamiotsuka,Nearest_Station_Shake,Nearest_Station_Sobudaimae,Nearest_Station_Zama,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_6LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
