,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Tokoname City,District_(No Address),District_Anocho,District_Asukadai,District_Chiyogaoka,District_Enokidocho,District_Hakusancho,District_Haramatsucho,District_Hibara,District_Hirome,District_Hojicho,District_Hommachi,District_Hongocho,District_Ichibacho,District_Idotacho,District_Izumicho,District_Kabaikecho,District_Kajimadai,District_Kanayama,District_Karasakicho,District_Kariyacho,District_Kitajo,District_Kitashiomizaka,District_Kobacho,District_Kobayashicho,District_Koiehommachi,District_Kosugaya,District_Kumanocho,District_Kume,District_Meiwacho,District_Minatocho,District_Morinishicho,District_Nijinoka,District_Nishinokuchi,District_Odoricho,District_Oguracho,District_Okujo,District_Onocho,District_Osocho,District_Otani,District_Otaniasahigaoka,District_Sakaemachi,District_Segicho,District_Seikaicho,District_Shimmeicho,District_Shindencho,District_Shinhamacho,District_Shinkaicho,District_Shiotacho,District_Suehirocho,District_Sumiyoshicho,District_Tarumicho,District_Taya,District_Tayacho,District_Togocho,District_Yamakatacho,District_Yamatocho,District_Yata,Nearest_Station_Age,Nearest_Station_Enokido (Aichi),Nearest_Station_Kabaike (Aichi),Nearest_Station_Kaminoma,Nearest_Station_Nishinokuchi,Nearest_Station_Onomachi,Nearest_Station_Taya,Nearest_Station_Tokoname,Nearest_Station_Uedai,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
