,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Toyama Prefecture,Municipality_Himi City,District_Ao,District_Asahigaoka,District_Asahihommachi,District_Chuomachi,District_Fuse,District_Hayakashi,District_Himimachi,District_Hommachi,District_Ikubo,District_Inazumi,District_Iseomachi,District_Jizomachi,District_Junicho,District_Kamiizumi,District_Kamitako,District_Kitaomachi,District_Koko,District_Kosugi,District_Kubo,District_Marunouchi,District_Miyada,District_Nakajima,District_Nakamura,District_Nakanami,District_Nakata,District_Ono,District_Ronden,District_Saiwaicho,District_Sakaemachi,District_Shichibuichi,District_Shimao,District_Shimotako,District_Sono,District_Suwano,District_Taniya,District_Waki,District_Yabuta,District_Yanaida,District_Yatabe,District_Yokawa,Nearest_Station_Himi,Nearest_Station_Shimao,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
