,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Miyagi Prefecture,"Municipality_Wakabayashi Ward,Sendai City",District_Arai,District_Aramachi,District_Furujiro,District_Gorakidori,District_Higashihachibancho,District_Ipponsugimachi,District_Ishinazaka,District_Itsutsubashi,District_Izai,District_Kabanomachi,District_Kabanomachihigashi,District_Kamiiida,District_Kawaramachi,District_Kinoshita,District_Minamiishikirimachi,District_Minamikajimachi,District_Minamikoizumi,District_Minamisomeshimachi,District_Minamizaimokucho,District_Nakakura,District_Naritamachi,District_Okino,District_Omoteshibatamachi,District_Rembo,District_Rokuchonomeminamimachi,District_Rokuchonomenakamachi,District_Sambyakunimmachi,District_Shimizukoji,District_Shintera,District_Toomizuka,District_Tsuchitoi,District_Wakabayashi,District_Yamatomachi,District_Yuminomachi,Nearest_Station_Arai (Miyagi),Nearest_Station_Atagobashi,Nearest_Station_Itsutsubashi,Nearest_Station_Izumichuo,Nearest_Station_Kawaramachi (Miyagi),Nearest_Station_Miyagino-dori,Nearest_Station_Miyaginohara,Nearest_Station_Nagamachi,Nearest_Station_Nagamachi 1-chome,Nearest_Station_Nigatake,Nearest_Station_Oroshimachi (Miyagi),Nearest_Station_Rembo,Nearest_Station_Rokuchonome,Nearest_Station_Sendai,Nearest_Station_Tsutsujigaoka,Nearest_Station_Yakushido (Miyagi),Nearest_Station_Yaotome,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_Open Floor,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
