,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Kaizu City,District_Hiratachobushigawa,District_Hiratachohataosa,District_Hiratachoimao,District_Hiratachojaike,District_Hiratachonishijima,District_Hiratachonodera,District_Hiratachowakino,District_Kaizuchoehigashi,District_Kaizuchofudano,District_Kaizuchofukahama,District_Kaizuchofukue,District_Kaizuchofukuoka,District_Kaizuchohigashiojima,District_Kaizuchohirahara,District_Kaizuchoishigame,District_Kaizuchokamigiri,District_Kaizuchokano,District_Kaizuchokomagae,District_Kaizuchokusaba,District_Kaizuchomanome,District_Kaizuchonagase,District_Kaizuchonaiki,District_Kaizuchonarito,District_Kaizuchonishiojima,District_Kaizuchonumashinden,District_Kaizuchoowada,District_Kaizuchotakasumachi,District_Kaizuchotanaka,District_Kaizuchotateno,District_Nannochoenokozu,District_Nannochohazawa,District_Nannochokomano,District_Nannochomatsuyama,District_Nannochoota,District_Nannochosakai,District_Nannochoshizu,District_Nannochoshizushinden,District_Nannochotazuru,District_Nannochotsuya,District_Nannochoyamazaki,District_Nannochoyasue,District_Nannochoyoshida,Nearest_Station_Ishizu (Gifu),Nearest_Station_Komano,Nearest_Station_Minomatsuyama,Nearest_Station_Minotsuya,Nearest_Station_Minoyamazaki,Nearest_Station_Shinhashima,City Planning_Non-divided City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
