,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hokkaido,"Municipality_Kita Ward,Sapporo City",District_Ainosato1jo,District_Ainosato2jo,District_Ainosato3jo,District_Asabucho,District_Kita10jonishi,District_Kita11jonishi,District_Kita12jonishi,District_Kita13jonishi,District_Kita14jonishi,District_Kita15jonishi,District_Kita16jonishi,District_Kita17jonishi,District_Kita18jonishi,District_Kita19jonishi,District_Kita20jonishi,District_Kita21jonishi,District_Kita22jonishi,District_Kita23jonishi,District_Kita24jonishi,District_Kita25jonishi,District_Kita26jonishi,District_Kita27jonishi,District_Kita29jonishi,District_Kita31jonishi,District_Kita32jonishi,District_Kita33jonishi,District_Kita34jonishi,District_Kita35jonishi,District_Kita36jonishi,District_Kita37jonishi,District_Kita38jonishi,District_Kita39jonishi,District_Kita40jonishi,District_Kita6jonishi,District_Kita7jonishi,District_Kita8jonishi,District_Kita9jonishi,District_Shinkawa1jo,District_Shinkawa2jo,District_Shinkawa3jo,District_Shinkawa4jo,District_Shinkawa5jo,District_Shinkotoni11jo,District_Shinkotoni5jo,District_Shinkotoni6jo,District_Shinkotoni7jo,District_Shinkotoni8jo,District_Shinkotoni9jo,District_Shinoro3jo,District_Shinoro6jo,District_Shinoro7jo,District_Shinoro8jo,District_Taihei1jo,District_Tonden1jo,District_Tonden6jo,District_Tonden9jo,District_Yurigahara,Nearest_Station_Ainosatokoen,Nearest_Station_Ainosatokyoikudai,Nearest_Station_Asabu,Nearest_Station_Hachiken,Nearest_Station_Kita 12-jo,Nearest_Station_Kita 13-jo Higashi,Nearest_Station_Kita 18-jo,Nearest_Station_Kita 24-jo,Nearest_Station_Kita 34-jo,Nearest_Station_None,Nearest_Station_Sapporo (JR),Nearest_Station_Sapporo (Sapporoshiei),Nearest_Station_Shinkawa (Hokkaido),Nearest_Station_Shinkotoni,Nearest_Station_Shinoro,Nearest_Station_Taihei,Nearest_Station_Yurigahara,Layout_1DK,Layout_1K,Layout_1L,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
