,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,"Municipality_Tenpaku Ward,Nagoya City",District_Fukuike,District_Furukawacho,District_Hachiman-yama,District_Hara,District_Hirabari,District_Hirabaridai,District_Hirabariminami,District_Hisakata,District_Horocho,District_Iguchi,District_Ikeba,District_Inomoricho,District_Ippommatsu,District_Konosu,District_Miyukiyama,District_Motoueda,District_Motoyagoto,District_Mukaigaoka,District_Nakahira,District_Nakasunacho,District_Nonami,District_Omotedai,District_Omoteyama,District_Otokikiyama,District_Otsubo,District_Sakainecho,District_Sasaharacho,District_Shimada,District_Shiogamaguchi,District_Sugeta,District_Takasakacho,District_Takashima,District_Tempakucho Oaza Nonami,District_Tsuchihara,District_Ueda,District_Uedahigashi,District_Uedahommachi,District_Uedaminami,District_Uedanishi,District_Uedayama,District_Umegaoka,District_Yagotoishizaka,District_Yagototendo,District_Yagotoyama,District_Yakiyama,District_Yayoigaoka,District_Yokomachi,Nearest_Station_Aioiyama,Nearest_Station_Akaike (Aichi),Nearest_Station_Hara (Aichi),Nearest_Station_Hirabari,Nearest_Station_Kamisawa,Nearest_Station_Mizuhoundojohigashi,Nearest_Station_Narukokita,Nearest_Station_Nonami,Nearest_Station_Shiogamaguchi,Nearest_Station_Sogo Rehabilitation Center,Nearest_Station_Tokushige,Nearest_Station_Tsurumai,Nearest_Station_Ueda (Nagoyashiei),Nearest_Station_Yagoto,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5DK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
