,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Shiranuka Town,Shiranuka County",District_(No Address),District_Higashi1jokita,District_Higashi1jominami,District_Higashi2jokita,District_Higashi2jominami,District_Higashi3jominami,District_Nishi1jokita,District_Nishi1jominami,District_Nishi4jokita,District_Nishishorohigashi1jokita,District_Nishishorohigashi1jominami,District_Nishishorohigashi2jokita,District_Nishishorohigashi2jominami,District_Nishishoronishi1jokita,District_Nishishoronishi1jominami,District_Nishishoronishi2jokita,District_Nishishoronishi2jominami,District_Sashiushi,District_Shoro,District_Shoromiyashita,Nearest_Station_Nishishoro,Nearest_Station_Shiranuka,Nearest_Station_Shoro,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
