,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukui Prefecture,"Municipality_Wakasa Town,Mikatakaminaka County",District_Agari,District_Aida,District_Ichiba,District_Izaki,District_Kamiyoshida,District_Kariya,District_Kiyama,District_Kodani,District_Miyake,District_Shimanouchi,District_Shindo,District_Tachikawa,District_Tamaki,District_Torihama,District_Ueno,District_Uryu,District_Uwase,District_Wakaoji,Nearest_Station_Fujii,Nearest_Station_Kaminaka,Nearest_Station_Kiyama,Nearest_Station_Mikata,Nearest_Station_Shinhirano,Nearest_Station_Tomura,Nearest_Station_Wakasaarita,City Planning_Non-divided City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
