,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Kanazawa Ward,Yokohama City",District_Daido,District_Deiki,District_Higashiasahina,District_Hiragatacho,District_Horiguchi,District_Kamariyahigashi,District_Kamariyaminami,District_Kamariyanishi,District_Katabuki,District_Machiyacho,District_Mutsuura,District_Mutsuurahigashi,District_Mutsuuraminami,District_Nagahama,District_Namiki,District_Nishishiba,District_Nokendai,District_Nokendaidori,District_Nokendaihigashi,District_Okawa,District_Otsutomocho,District_Seto,District_Shibacho,District_Susakicho,District_Takafunedai,District_Teramae,District_Tomiokahigashi,District_Tomiokanishi,District_Yatsucho,Nearest_Station_Hakkeijima,Nearest_Station_Kanazawabunko,Nearest_Station_Kanazawahakkei,Nearest_Station_Keikyutomioka,Nearest_Station_Mutsuura,Nearest_Station_Namikichuo,Nearest_Station_Namikikita,Nearest_Station_Nanbushijo,Nearest_Station_Nojimakoen,Nearest_Station_Nokendai,Nearest_Station_Oppama,Nearest_Station_Sachiura,Nearest_Station_Sangyoshinko Center,Nearest_Station_Shidaiigakubu,Nearest_Station_Shinsugita,Nearest_Station_Sugita (Kanagawa),Nearest_Station_Torihama,Nearest_Station_Uminokoenminamiguchi,Nearest_Station_Uminokoenshibaguchi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
