,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,Municipality_Ikeda City,District_Asahigaoka,District_Ayaha,District_Daiwacho,District_Furuecho,District_Fushiocho,District_Fushiodai,District_Hachioji,District_Hachizuka,District_Hata,District_Higashiyamacho,District_Himemurocho,District_Iguchido,District_Ishibashi,District_Jonan,District_Kibecho,District_Koda,District_Kurehacho,District_Kuuko,District_Masumicho,District_Midorigaoka,District_Momozono,District_Muromachi,District_Nakagawaracho,District_Nishihommachi,District_Sakaehommachi,District_Sakaemachi,District_Satsukigaoka,District_Shibutani,District_Shimmachi,District_Shiroyamacho,District_Soen,District_Sugaharacho,District_Sumiyoshi,District_Tateishicho,District_Tenjin,District_Toyoshimakita,District_Toyoshimaminami,District_Tsukinokicho,District_Ueikeda,District_Uhocho,District_Yoshidacho,Nearest_Station_Hotarugaike,Nearest_Station_Ikeda (Osaka),Nearest_Station_Ishibashi (Osaka),Nearest_Station_Kinunobebashi,Nearest_Station_Minoo,Nearest_Station_Sakurai (Osaka),Nearest_Station_Tsuzumigataki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
