,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Nishinari Ward,Osaka City",District_Asahi,District_Bainan,District_Deshiro,District_Haginochaya,District_Hanazonokita,District_Hanazonominami,District_Kishinosato,District_Kishinosatohigashi,District_Kitahiraki,District_Kitatsumori,District_Matsu,District_Minamihiraki,District_Minamitsumori,District_Nagahashi,District_Nakahiraki,District_Sanno,District_Sembomminami,District_Sembonkita,District_Sembonnaka,District_Shioji,District_Shotenshita,District_Tachibana,District_Taishi,District_Tamadehigashi,District_Tamadenaka,District_Tamadenishi,District_Tengachaya,District_Tengachayahigashi,District_Tengachayakita,District_Tenjinnomori,District_Tsumori,District_Tsurumibashi,Nearest_Station_Dobutsuenmae,Nearest_Station_Haginochaya,Nearest_Station_Hanazonocho,Nearest_Station_Higashitamade,Nearest_Station_Imafune,Nearest_Station_Imaike (Osaka),Nearest_Station_Imamiya,Nearest_Station_Kishinosato,Nearest_Station_Kishinosatotamade,Nearest_Station_Kitakagaya,Nearest_Station_Kitatengachaya,Nearest_Station_Kizugawa,Nearest_Station_Matsudacho,Nearest_Station_Nishitanabe,Nearest_Station_Nishitengachaya,Nearest_Station_Shotenzaka,Nearest_Station_Tamade,Nearest_Station_Tengachaya,Nearest_Station_Tenjinnomori,Nearest_Station_Tezukayama,Nearest_Station_Tsumori,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
