,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamaguchi Prefecture,Municipality_Hagi City,District_Oaza Akiragi,District_Oaza Chinto,District_Oaza Ebisucho,District_Oaza Emukai,District_Oaza Gofukumachi,District_Oaza Hamasakimachi,District_Oaza Higashidamachi,District_Oaza Higashihamasakicho,District_Oaza Hijiwara,District_Oaza Hiyakomachi,District_Oaza Horiuchi,District_Oaza Imafuruhagimachi,District_Oaza Karahimachi,District_Oaza Kawaramachi,District_Oaza Kawashima,District_Oaza Komeyacho,District_Oaza Kozoe,District_Oaza Kumagaicho,District_Oaza Minamifuruhagimachi,District_Oaza Minamikatakawamachi,District_Oaza Omotomachi,District_Oaza Saikumachi,District_Oaza Taruyacho,District_Oaza Tsubaki,District_Oaza Yamada,District_Oi,Nearest_Station_Hagi,Nearest_Station_Higashihagi,Nearest_Station_Koshigahama,Nearest_Station_Nagatooi,Nearest_Station_Tamae,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
