,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Bunkyo Ward,District_Hakusan,District_Hongo,District_Honkomagome,District_Kasuga,District_Kohinata,District_Koishikawa,District_Koraku,District_Mejirodai,District_Mukogaoka,District_Nezu,District_Nishikata,District_Otowa,District_Otsuka,District_Sekiguchi,District_Sendagi,District_Sengoku,District_Suido,District_Yayoi,District_Yushima,Nearest_Station_Edogawabashi,Nearest_Station_Gokokuji,Nearest_Station_Hakusan (Tokyo),Nearest_Station_Higashiikebukuro,Nearest_Station_Hongo 3-chome,Nearest_Station_Honkomagome,Nearest_Station_Iidabashi,Nearest_Station_Kasuga (Tokyo),Nearest_Station_Komagome,Nearest_Station_Korakuen,Nearest_Station_Mejiro,Nearest_Station_Myogadani,Nearest_Station_Nezu,Nearest_Station_Nishinippori,Nearest_Station_None,Nearest_Station_Ochanomizu,Nearest_Station_Okachimachi,Nearest_Station_Otsuka (Tokyo),Nearest_Station_Sendagi,Nearest_Station_Sengoku,Nearest_Station_Shin-otsuka,Nearest_Station_Suehirocho (Tokyo),Nearest_Station_Sugamo,Nearest_Station_Suidobashi,Nearest_Station_Tabata,Nearest_Station_Todaimae,Nearest_Station_Uenohirokoji,Nearest_Station_Waseda (Metro),Nearest_Station_Waseda (Toden),Nearest_Station_Yushima,Nearest_Station_Zoshigaya (Tokyo Metro),Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1LK,Layout_1R,Layout_1R+S,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,Layout_Duplex,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
