,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Chikuma City,District_Kamiyamadaonsen,District_Kuiseke,District_Oaza Amenomiya,District_Oaza Arayama,District_Oaza Awasa,District_Oaza Chikaraishi,District_Oaza Doguchi,District_Oaza Haneo,District_Oaza Ikigaya,District_Oaza Imojiya,District_Oaza Inariyama,District_Oaza Isobe,District_Oaza Jakumaku,District_Oaza Kamitokuma,District_Oaza Kamiyamada,District_Oaza Kobuneyama,District_Oaza Kuiseke,District_Oaza Kurashina,District_Oaza Kuwabara,District_Oaza Mori,District_Oaza Naka,District_Oaza Notakaba,District_Oaza Ojima,District_Oaza Sakurado,District_Oaza Sembon-yanagi,District_Oaza Shinden,District_Oaza Suzaka,District_Oaza Togura,District_Oaza Toguraonsen,District_Oaza Uchikawa,District_Oaza Ussawa,District_Oaza Wakamiya,District_Oaza Yashiro,District_Oaza Yawata,Nearest_Station_Chikuma,Nearest_Station_Inariyama,Nearest_Station_None,Nearest_Station_Obasute,Nearest_Station_Sakaki,Nearest_Station_Togura,Nearest_Station_Yashiro,Nearest_Station_Yashirokokomae,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
