,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,Municipality_Uji City,District_Biwadai,District_Gokasho,District_Habyoshicho,District_Hatoyama,District_Hirakicho,District_Hiraodai,District_Hironocho,District_Isedacho,District_Isedachonagi,District_Kobata,District_Makishimacho,District_Myojocho,District_Nanryocho,District_Oguracho,District_Okubocho,District_Oriidai,District_Rokujizo,District_Shimmei,District_Shirakawa,District_Shizukawa,District_Tenjindai,District_Terayamadai,District_Todo,District_Uji,Nearest_Station_Iseda,Nearest_Station_Ishida (Kyotoshiei),Nearest_Station_JR Ogura,Nearest_Station_Joyo,Nearest_Station_Kohata (JR),Nearest_Station_Kowata (Keihan),Nearest_Station_Kutsukawa,Nearest_Station_Mimurodo,Nearest_Station_Mukaijima,Nearest_Station_None,Nearest_Station_Obaku (JR),Nearest_Station_Obaku (Keihan),Nearest_Station_Ogura (Kyoto),Nearest_Station_Okubo (Kyoto),Nearest_Station_Rokujizo (JR),Nearest_Station_Rokujizo (Keihan),Nearest_Station_Rokujizo (Kyotoshiei),Nearest_Station_Shinden (Kyoto),Nearest_Station_Terada (Kyoto),Nearest_Station_Uji (JR),Nearest_Station_Uji (Keihan),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
