,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,Municipality_Hitoyoshi City,District_Daikumachi,District_Ganjojimachi,District_Gantsukurimachi,District_Gonoharumachi,District_Haikubomachi,District_Higashiaidakamimachi,District_Higashiaidashimomachi,District_Horaimachi,District_Inokuchimachi,District_Itsukamachi,District_Kamiaoimachi,District_Kamibayashimachi,District_Kamiharadamachi,District_Kamisatsumazemachi,District_Kawarayamachi,District_Kitaizumidamachi,District_Komaidamachi,District_Koyamachi,District_Minamiizumidamachi,District_Minamimachi,District_Minonomachi,District_Nakabayashimachi,District_Nakagamimachi,District_Namitokomachi,District_Nanukamachi,District_Ninomachi,District_Nishiaidakamimachi,District_Nishiaidashimomachi,District_Oikamimachi,District_Onigimachi,District_Onsemmachi,District_Sagaramachi,District_Shichichimachi,District_Shimoaoimachi,District_Shimobayashimachi,District_Shimoharadamachi,District_Shimosatsumazemachi,District_Shimoshimmachi,District_Shimoshiromotomachi,District_Shimotashiromachi,District_Shimotogoemachi,District_Shiromotomachi,District_Tamachi,District_Tsurudamachi,District_Yaguromachi,Nearest_Station_Hitoyoshi,Nearest_Station_Nishihitoyoshi,Nearest_Station_Sagarahanganjoji,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
