,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukui Prefecture,"Municipality_Eiheiji Town,Yoshida County",District_Domeki,District_Hanadani,District_Higashifuruichi,District_Keyakidai,District_Kurisunami,District_Makifukushima,District_Matsuokaaoi,District_Matsuokagakuen,District_Matsuokagokuryo,District_Matsuokakannon,District_Matsuokakasuga,District_Matsuokakenjojima,District_Matsuokakoisaka,District_Matsuokakonoshita,District_Matsuokamatsugahara,District_Matsuokashibahara,District_Matsuokashimmei,District_Matsuokashimoaizuki,District_Matsuokayakushi,District_Matsuokayoshino,District_Matsuokayoshinozakai,District_Nakajima,District_Narukasanka,District_Seseragi,District_Shimojohoji,District_Taniguchi,Nearest_Station_Domeki,Nearest_Station_Echizentakewara,Nearest_Station_Eiheijiguchi,Nearest_Station_Kannonmachi (Fukui),Nearest_Station_Komyoji,Nearest_Station_Matsuoka,Nearest_Station_Sanno (Fukui),Nearest_Station_Shiizakai,Nearest_Station_Shimoshii,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
