,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Yashio City,District_Akanecho,District_Chuo,District_Midoricho,District_Oaza Daibara,District_Oaza Gake,District_Oaza Hachijo,District_Oaza Igusa,District_Oaza Iseno,District_Oaza Kamibamba,District_Oaza Kizone,District_Oaza Kosakuda,District_Oaza Koshinden,District_Oaza Minamikawasaki,District_Oaza Minamiushiroya,District_Oaza Nakabamba,District_Oaza Nichome,District_Oaza Nishibukuro,District_Oaza Osone,District_Oaza Oze,District_Oaza Shimmachi,District_Oaza Tsurugasone,District_Oaza Ukizuka,District_Oaza Yanaginomiya,District_Oze,District_Yashio,Nearest_Station_Dokkyodaigakumae,Nearest_Station_Misatochuo,Nearest_Station_Rokucho,Nearest_Station_Sengendai,Nearest_Station_Shinkoshigaya,Nearest_Station_Shinmisato,Nearest_Station_Soka,Nearest_Station_Yashio,Nearest_Station_Yatsuka,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
