,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Minami Ward,Fukuoka City",District_Chikushigaoka,District_Gojikkawa,District_Hanahata,District_Heiwa,District_Hibaru,District_Ichizaki,District_Ijiri,District_Kashihara,District_Keyago,District_Matoba,District_Minamiohashi,District_Miyake,District_Mukaino,District_Mukaishimmachi,District_Nagaoka,District_Nagazumi,District_Nakao,District_Nanokawa,District_Nishinagazumi,District_Noma,District_Notame,District_Ogusu,District_Ohashi,District_Ohashidanchi,District_Oike,District_Oritatemachi,District_Osa,District_Roji,District_Sarayama,District_Shimizu,District_Shiobaru,District_Taga,District_Taiheiji,District_Takaki,District_Takamiya,District_Tamagawamachi,District_Terazuka,District_Tsuruta,District_Wada,District_Wakahisa,District_Wakahisadanchi,District_Yakatabaru,District_Yanaga,District_Yanagochi,District_Yanase,District_Yokote,District_Yokoteminamimachi,Nearest_Station_Fukudaimae,Nearest_Station_Fukuokakuko,Nearest_Station_Hakataminami,Nearest_Station_Ijiri,Nearest_Station_Minamifukuoka,Nearest_Station_Nanakuma,Nearest_Station_Nishitetsuhirao,Nearest_Station_None,Nearest_Station_Ohashi (Fukuoka),Nearest_Station_Sasabaru,Nearest_Station_Takamiya (Fukuoka),Nearest_Station_Takeshita,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
