,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Wakayama Prefecture,Municipality_Kinokawa City,District_Arami,District_Fujii,District_Fujisaki,District_Fukeda,District_Furuwada,District_Hatanoue,District_Higashikokubu,District_Higashino,District_Higashioi,District_Hirano,District_Ida,District_Inokake,District_Keya,District_Kishigawachoamatera,District_Kishigawachoinokuchi,District_Kishigawachokishimiya,District_Kishigawachokishiono,District_Kishigawachokita,District_Kishigawachokitayama,District_Kishigawachokodo,District_Kishigawachokunishi,District_Kishigawachomaeda,District_Kishigawachomarusu,District_Kishigawachonagahara,District_Kishigawachonagayama,District_Kishigawachotakao,District_Kishigawachotorii,District_Kishigawachouenoyama,District_Kitanagata,District_Kitaoi,District_Kitashino,District_Kodai,District_Kokawa,District_Kubo,District_Kurotsuchi,District_Kurubeki,District_Matsui,District_Minaminaka,District_Minamiseida,District_Momoyamachodan,District_Momoyamachoichiba,District_Momoyamachokoda,District_Momoyamachokurokawa,District_Momoyamachomogami,District_Momoyamachomoto,District_Momoyamachotsukatsuki,District_Nagatanaka,District_Nakaisaka,District_Nakamitani,District_Nateichiba,District_Natenishino,District_Nishiisaka,District_Nishimitani,District_Nishioi,District_Nishiwaki,District_Nogami,District_Oji,District_Ozaki,District_Shigeki,District_Shima,District_Shimoisaka,District_Shimonyuya,District_Shireda,District_Suibara,District_Tanakababa,District_Toyoda,District_Uchita,District_Ueno,Nearest_Station_Funato,Nearest_Station_Kanrojimae,Nearest_Station_Kiinagata,Nearest_Station_Kishi,Nearest_Station_Kokawa,Nearest_Station_Nate,Nearest_Station_Nishiyamaguchi,Nearest_Station_Shimoisaka,Nearest_Station_Uchita,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
