,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Kanazawa Ward,Yokohama City",District_Asahinacho,District_Daido,District_Deiki,District_Higashiasahina,District_Hiragatacho,District_Horiguchi,District_Kamariyahigashi,District_Kamariyaminami,District_Kamariyanishi,District_Kanazawacho,District_Katabuki,District_Machiyacho,District_Mutsuura,District_Mutsuurahigashi,District_Mutsuuraminami,District_Nagahama,District_Namiki,District_Nishishiba,District_Nojimacho,District_Nokendai,District_Nokendaidori,District_Okawa,District_Otsutomocho,District_Sachiura,District_Seto,District_Shibacho,District_Susakicho,District_Takafunedai,District_Teramae,District_Tomiokahigashi,District_Tomiokanishi,District_Uminokoen,District_Yanagicho,District_Yatsucho,Nearest_Station_Fukuura,Nearest_Station_Kanazawabunko,Nearest_Station_Kanazawahakkei,Nearest_Station_Keikyutomioka,Nearest_Station_Mutsuura,Nearest_Station_Namikikita,Nearest_Station_Nanbushijo,Nearest_Station_Nojimakoen,Nearest_Station_Nokendai,Nearest_Station_Oppama,Nearest_Station_Sachiura,Nearest_Station_Shidaiigakubu,Nearest_Station_Shinsugita,Nearest_Station_Sugita (Kanagawa),Nearest_Station_Torihama,Nearest_Station_Uminokoenminamiguchi,Nearest_Station_Uminokoenshibaguchi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
