,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Aoba Ward,Yokohama City",District_Akanedai,District_Aobadai,District_Azamino,District_Azaminominami,District_Chigusadai,District_Edacho,District_Edakita,District_Edanishi,District_Ekoda,District_Enokigaoka,District_Fujigaoka,District_Ichigaocho,District_Kakinokidai,District_Kamoshidacho,District_Katsuradai,District_Kuroganecho,District_Kurosuda,District_Matsukazedai,District_Mitakedai,District_Moegino,District_Mominokidai,District_Motoishikawacho,District_Nara,District_Naracho,District_Obacho,District_Sakuradai,District_Satsukigaoka,District_Shin-ishikawa,District_Shiratoridai,District_Sumiyoshidai,District_Susukino,District_Tachibanadai,District_Tanacho,District_Tsutsujigaoka,District_Umegaoka,District_Utsukushigaoka,District_Utsukushigaokanishi,District_Wakakusadai,Nearest_Station_Aobadai,Nearest_Station_Azamino,Nearest_Station_Eda (Kanagawa),Nearest_Station_Fujigaoka (Kanagawa),Nearest_Station_Ichigao,Nearest_Station_Kawawacho,Nearest_Station_Kodomonokuni (Kanagawa),Nearest_Station_Nagatsuta,Nearest_Station_Nakagawa (Kanagawa),Nearest_Station_Nakayama (Kanagawa),Nearest_Station_None,Nearest_Station_Onda,Nearest_Station_Saginuma,Nearest_Station_Tama Plaza,Nearest_Station_Tamagawagakuenmae,Nearest_Station_Tana,Nearest_Station_Tokaichiba (Kanagawa),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_2LK,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings in which auction or arbiter participates",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
