,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,Municipality_Fujinomiya City,District_Agoyama,District_Akojicho,District_Aoki,District_Aokidaira,District_Asahicho,District_Asamacho,District_Awakura,District_Awakuraminamicho,District_Chuocho,District_Fujimigaoka,District_Funakubocho,District_Gendojicho,District_Habuna,District_Hanno,District_Hara,District_Hibarigaoka,District_Higashiakoji,District_Higashicho,District_Hikaricho,District_Hitoana,District_Honamicho,District_Hoshiyama,District_Inokashira,District_Izumicho,District_Johokucho,District_Kamiide,District_Kamijo,District_Kamiyuno,District_Kandagawacho,District_Kariyado,District_Kibunecho,District_Kitamachi,District_Kitayama,District_Koizumi,District_Kuroda,District_Maedacho,District_Maimaigicho,District_Mannoharashinden,District_Misonodaira,District_Miyacho,District_Miyahara,District_Miyakitacho,District_Motoshirocho,District_Murayama,District_Naganuki,District_Nakaharacho,District_Nakajimacho,District_Nakazatohigashicho,District_Nekozawa,District_Nishikoizumicho,District_Nishimachi,District_Nishiyama,District_Nonaka,District_Nonakacho,District_Nonakahigashicho,District_Nukudo,District_Numakubo,District_Oiwa,District_Omiyacho,District_Onakazato,District_Oshikakubo,District_Shimojo,District_Shojingawa,District_Sugita,District_Takaramachi,District_Tanakacho,District_Togami,District_Togamihigashicho,District_Torinami,District_Utsubusa,District_Utsuno,District_Wakanomiyacho,District_Yamamiya,District_Yamamoto,District_Yatatecho,District_Yodogawacho,District_Yodohiracho,District_Yodoshi,District_Yumizawacho,District_Yutakacho,Nearest_Station_Fujine,Nearest_Station_Fujinomiya,Nearest_Station_Gendoji,Nearest_Station_Inako,Nearest_Station_Iriyamase,Nearest_Station_Nishifujinomiya,Nearest_Station_Numakubo,Nearest_Station_Shibakawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
