,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Soka City,District_Aoyagi,District_Aoyagicho,District_Asahicho,District_Asumacho,District_Benten,District_Choe,District_Chuo,District_Hanaguri,District_Haracho,District_Hikawacho,District_Inari,District_Kakinokicho,District_Kimmeicho,District_Kitaya,District_Koyama,District_Matsubara,District_Matsue,District_Naezukacho,District_Nakane,District_Nishicho,District_Nissatocho,District_Ryoshindenhigashicho,District_Ryoshindennishicho,District_Sakaecho,District_Semon,District_Sezaki,District_Shimmei,District_Shine,District_Shinzencho,District_Soka,District_Sumiyoshi,District_Takasago,District_Teshiro,District_Yanagishimacho,District_Yatsuka,District_Yatsukacho,District_Yatsukakamicho,District_Yatsukanakacho,District_Yawatacho,District_Yoshicho,Nearest_Station_Dokkyodaigakumae,Nearest_Station_Gamo,Nearest_Station_Koshigaya Lake Town,Nearest_Station_Minumadaishinsuikoen,Nearest_Station_Shinden (Saitama),Nearest_Station_Soka,Nearest_Station_Takenotsuka,Nearest_Station_Toneri,Nearest_Station_Tozukaangyo,Nearest_Station_Yatsuka,Nearest_Station_Yoshikawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
