,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Naka Ward,Sakai City",District_Dotocho,District_Fukaihatayamacho,District_Fukaihigashimachi,District_Fukaikitamachi,District_Fukaimizugaikecho,District_Fukainakamachi,District_Fukaisawamachi,District_Fukaishimizucho,District_Fukasaka,District_Fukuda,District_Fuseo,District_Gakuencho,District_Handaijicho,District_Handakitacho,District_Handaminaminocho,District_Handanishimachi,District_Hazecho,District_Higashihanda,District_Higashiyama,District_Hirai,District_Horiagecho,District_Kenacho,District_Kosaka,District_Kosakanishimachi,District_Minoyama,District_Miyazonocho,District_Naraba,District_Onoshibacho,District_Shinkecho,District_Tazono,District_Tokikita,District_Tsujino,District_Ueno,Nearest_Station_Asakayama,Nearest_Station_Fukai,Nearest_Station_Hagiharatenjin,Nearest_Station_Hatsushiba,Nearest_Station_Izumigaoka,Nearest_Station_Kitanoda,Nearest_Station_Nakamozu (Nankai/Senboku),Nearest_Station_Nakamozu (Osaka Metro),Nearest_Station_Osakasayamashi,Nearest_Station_Otori,Nearest_Station_Sayama,Nearest_Station_Shirasagi,Nearest_Station_Tsukuno,Nearest_Station_Uenoshiba,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
