,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Miyamae Ward,Kawasaki City",District_Arima,District_Goshozuka,District_Hatsuyama,District_Higashiarima,District_Inukura,District_Kajigaya,District_Keyakidaira,District_Kodai,District_Maginu,District_Miyamaedaira,District_Miyazaki,District_Mizusawa,District_Nampeidai,District_Nogawa,District_Nogawahoncho,District_Saginuma,District_Shiboku,District_Shibokuhoncho,District_Shiomidai,District_Shirahatadai,District_Sugao,District_Sugaogaoka,District_Taira,District_Tsuchihashi,Nearest_Station_Azamino,Nearest_Station_Ikuta (Kanagawa),Nearest_Station_Kajigaya,Nearest_Station_Keioinadazutsumi,Nearest_Station_Kitayamata (Kanagawa),Nearest_Station_Kuji,Nearest_Station_Miyamaedaira,Nearest_Station_Miyazakidai,Nearest_Station_Mizonoguchi,Nearest_Station_Mukogaokayuen,Nearest_Station_Musashinakahara,Nearest_Station_Musashishinjo,Nearest_Station_Nakagawa (Kanagawa),Nearest_Station_Noborito,Nearest_Station_Saginuma,Nearest_Station_Shin-yurigaoka,Nearest_Station_Shukugawara,Nearest_Station_Tama Plaza,Nearest_Station_Tsudayama,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
