,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,Municipality_Atami City,District_Ainoharacho,District_Ajiro,District_Aobacho,District_Atami,District_Baiencho,District_Baikacho,District_Chuocho,District_Fukumichicho,District_Ginzacho,District_Hayashigaokacho,District_Higanecho,District_Izumi,District_Izusan,District_Kaikocho,District_Kamijukucho,District_Kamitaga,District_Kasugacho,District_Koarashicho,District_Midorigaokacho,District_Minaguchicho,District_Momijigaokacho,District_Momoyamacho,District_Nagisacho,District_Nishiatamicho,District_Nishiyamacho,District_Sakimicho,District_Sakuracho,District_Sakuragicho,District_Sasaragadaicho,District_Shimizucho,District_Shimotaga,District_Showacho,District_Tawarahoncho,District_Wadacho,District_Wadahamaminamicho,Nearest_Station_Ajiro,Nearest_Station_Atami,Nearest_Station_Izutaga,Nearest_Station_Kannami,Nearest_Station_Kinomiya,Nearest_Station_Yugawara,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
