,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Yatomi City,District_Ebie,District_Gomyo,District_Gomyocho,District_Gonosancho,District_Gonosankawahira,District_Gotoyama,District_Heijimacho,District_Heijimahigashi,District_Heijimanaka,District_Higashinakaji,District_Higashisuehiro,District_Inakocho,District_Inarizaki,District_Kaina,District_Kamajima,District_Kamakuracho,District_Kameganji,District_Kamioshihagi,District_Kan-en,District_Kando,District_Kitsuneji,District_Kodakara,District_Kojimacho,District_Kuridashi,District_Maegahira,District_Maegasucho,District_Matahachi,District_Matsuna,District_Nabehira,District_Nabetacho,District_Nakahara,District_Ninouecho,District_Nishinakajicho,District_Nishishijimi,District_Sakanakaji,District_Sakogi,District_Sameganji,District_Shibai,District_Shirobee,District_Taketa,District_Tomishima,District_Toriganji,District_Uguiuracho,Nearest_Station_Gonosan,Nearest_Station_Kanie,Nearest_Station_Kintetsukanie,Nearest_Station_Kintetsuyatomi,Nearest_Station_Sakogi,Nearest_Station_Tomiyoshi,Nearest_Station_Yatomi,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
