,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Meguro Ward,District_Aobadai,District_Chuocho,District_Gohongi,District_Haramachi,District_Higashigaoka,District_Higashiyama,District_Himon-ya,District_Jiyuugaoka,District_Kakinokizaka,District_Kamimeguro,District_Komaba,District_Meguro,District_Megurohoncho,District_Midorigaoka,District_Minami,District_Mita,District_Nakacho,District_Nakameguro,District_Nakane,District_Ohashi,District_Ookayama,District_Senzoku,District_Shimomeguro,District_Tairamachi,District_Takaban,District_Yakumo,District_Yuutenji,Nearest_Station_Daikan-yama,Nearest_Station_Ebisu,Nearest_Station_Fudomae,Nearest_Station_Gakugeidaigaku,Nearest_Station_Higashikitazawa,Nearest_Station_Ikejiriohashi,Nearest_Station_Jiyugaoka (Tokyo),Nearest_Station_Komabatodaimae,Nearest_Station_Komazawadaigaku,Nearest_Station_Meguro,Nearest_Station_Midorigaoka (Tokyo),Nearest_Station_Musashikoyama,Nearest_Station_Nakameguro,Nearest_Station_Nishikoyama,Nearest_Station_Ookayama,Nearest_Station_Senzoku,Nearest_Station_Senzokuike,Nearest_Station_Shinsen,Nearest_Station_Toritsudaigaku,Nearest_Station_Yutenji,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings between related objects","Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
