,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hiroshima Prefecture,Municipality_Mihara City,District_Aobadai,District_Asahimachi,District_En-ichicho,District_Higashimachi,District_Hommachi,District_Hongochofunaki,District_Hongochohongo,District_Hongochominamigata,District_Hongochoshimokitagata,District_Hongokita,District_Hongominami,District_Itosaki,District_Kainocho,District_Kihara,District_Kohama,District_Minami,District_Minamigata,District_Minatomachi,District_Miyaoki,District_Miyaura,District_Myojin,District_Nagatani,District_Nakanocho,District_Nishimachi,District_Nishimiya,District_Nishino,District_Nutahigashicho,District_Nutanishicho,District_Saizakinoji,District_Shimokitagata,District_Shinkura,District_Shiromachi,District_Sogo,District_Tanoura,District_Wada,District_Yakatamachi,District_Yorikane,Nearest_Station_Akisaizaki,Nearest_Station_Hongo (Hiroshima),Nearest_Station_Itozaki,Nearest_Station_Mihara,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
