,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Totsuka Ward,Yokohama City",District_Akibacho,District_Fukayacho,District_Gumizawa,District_Gumizawacho,District_Harajuku,District_Higashimatanocho,District_Hirado,District_Hiradocho,District_Kamikashiocho,District_Kamikuratacho,District_Kamishinano,District_Kamiyabecho,District_Kashiocho,District_Kawakamicho,District_Maedacho,District_Maiokacho,District_Matanocho,District_Minamimaioka,District_Nasecho,District_Shimokuratacho,District_Shinanocho,District_Torigaoka,District_Totsukacho,District_Yabecho,District_Yoshidacho,Nearest_Station_Fujisawa,Nearest_Station_Higashitotsuka,Nearest_Station_Hongodai,Nearest_Station_Izumino,Nearest_Station_Maioka,Nearest_Station_Mutsuainichidaimae,Nearest_Station_Odoriba,Nearest_Station_Ofuna,Nearest_Station_Ryokuentoshi,Nearest_Station_Shimoiida,Nearest_Station_Shimonagaya,Nearest_Station_Shonandai,Nearest_Station_Tateba,Nearest_Station_Totsuka,Nearest_Station_Yayoidai,Nearest_Station_Yumegaoka,Nearest_Station_Zengyo,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4DK+S,Layout_4L+K,Layout_4LDK,Layout_4LDK+S,Layout_5DK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
