,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,"Municipality_Hyogo Ward,Kobe City",District_Aratacho,District_Ashiharadoori,District_Daidocho,District_Daikaidoori,District_Dezaikecho,District_Egeyamacho,District_Eizawacho,District_Ekimaedoori,District_Ekiminamidoori,District_Gonomiyacho,District_Hamanakacho,District_Hamasakidoori,District_Hamayamadoori,District_Hasakadoori,District_Higashidemachi,District_Higashiyamacho,District_Hiyodorigoecho,District_Hommachi,District_Hyogocho,District_Iriedoori,District_Ishiicho,District_Kamigioncho,District_Kamisawadoori,District_Kasamatsudoori,District_Kikusuicho,District_Kitasakasegawacho,District_Komatsudoori,District_Kumanocho,District_Matsubaradoori,District_Matsumotodoori,District_Meiwadoori,District_Mikawaguchicho,District_Minaminakamachi,District_Minatocho,District_Minatogawacho,District_Minatoyamacho,District_Misakihommachi,District_Mitsuishidoori,District_Mizukidoori,District_Monguchicho,District_Nakamichidoori,District_Nishidemachi,District_Nishikamitachibanadoori,District_Nishimiyauchicho,District_Nishinakamachi,District_Nishitachibanadoori,District_Nishitamondoori,District_Nishiyanagiwaracho,District_Ogawadoori,District_Sabiecho,District_Satoyamacho,District_Shichinomiyacho,District_Shimagamicho,District_Shimosawadoori,District_Shinkaichi,District_Susanodoori,District_Takiyamacho,District_Tsukamotodoori,District_Wadamiyadoori,District_Yoshidacho,District_Yumenocho,Nearest_Station_Chuoichibamae,Nearest_Station_Daikai,Nearest_Station_Hiyodorigoe,Nearest_Station_Hyogo,Nearest_Station_Kamisawa,Nearest_Station_Kobe (Hyogo),Nearest_Station_Kosokukobe,Nearest_Station_Kosokunagata,Nearest_Station_Minatogawakoen,Nearest_Station_Misakikoen,Nearest_Station_Nagata (Kobedentetsu),Nearest_Station_Nishimotomachi,Nearest_Station_Okurayama (Hyogo),Nearest_Station_Shinkaichi,Nearest_Station_Wadamisaki,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1L,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4LDK,Layout_6LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
