,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,"Municipality_Seika Town,Soraku County",District_Hikaridai,District_Hosononishi,District_Oaza Higashibata,District_Oaza Hishida,District_Oaza Hosono,District_Oaza Inuidani,District_Oaza Kitainayazuma,District_Oaza Minamiinayazuma,District_Oaza Shimokoma,District_Oaza Sugai,District_Oaza Ueda,District_Oaza Yamada,District_Oaza Zakuro,District_Sakuragaoka,District_Seikadai,Nearest_Station_Gakkennaratomigaoka,Nearest_Station_Hosono,Nearest_Station_Kizu (Kyoto),Nearest_Station_Kizugawadai,Nearest_Station_Komada,Nearest_Station_Shimokoma,Nearest_Station_Shinhosono,Nearest_Station_Shintanabe,Nearest_Station_Takanohara,Nearest_Station_Yamadagawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
