,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Niigata Prefecture,"Municipality_Higashi Ward,Niigata City",District_Botan-yama,District_Kodo,District_Konan,District_Minamishichiku,District_Mokkoshimmachi,District_Nakajima,District_Nakayama,District_Ogatahoncho,District_Oyachi,District_Shichiku,District_Shin-ishiyama,District_Tomei,Nearest_Station_Echigoishiyama,Nearest_Station_Higashiniigata,Nearest_Station_Niigata,Nearest_Station_Ogata,Layout_2LDK,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Industrial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
