,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Fukuoka Prefecture,Municipality_Kurume City,District_Aikawamachi,District_Arakimachi,District_Asazumamachi,District_Chuomachi,District_Daizenjimachi,District_Daizenjiohashi,District_Hanabatake,District_Harankogamachi,District_Higashiaikawa,District_Higashikushiharamachi,District_Higashimachi,District_Hinodemachi,District_Hiyoshimachi,District_Hommachi,District_Hotarugawamachi,District_Jonammachi,District_Kogashiramachi,District_Kokubumachi,District_Kushiharamachi,District_Kyomachi,District_Miihatazaki,District_Minami,District_Miyanojin,District_Mutsumommachi,District_Nagatoishi,District_Nankunnishimachi,District_Nishimachi,District_Nonakamachi,District_Oishimachi,District_Otemachi,District_Sasayamamachi,District_Shinoharamachi,District_Shirayamamachi,District_Shojimamachi,District_Suwanomachi,District_Tenjimmachi,District_Teramachi,District_Toorihokamachi,District_Toorimachi,District_Towamachi,District_Tsubukuhommachi,District_Tsubukuimamachi,District_Umemitsumachi,District_Zendojimachi,Nearest_Station_Araki,Nearest_Station_Befu (Fukuoka),Nearest_Station_Daizenji,Nearest_Station_Hanabatake,Nearest_Station_Kurume,Nearest_Station_Kurumedaigakumae,Nearest_Station_Kurumekoukoumae,Nearest_Station_Kushiwara,Nearest_Station_Mii,Nearest_Station_Minamikurume,Nearest_Station_Miyanojin,Nearest_Station_Nishitetsukurume,Nearest_Station_None,Nearest_Station_Shikenjomae,Nearest_Station_Tsubuku,Nearest_Station_Zendoji,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
