,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,"Municipality_Chuo Ward,Kobe City",District_Aioicho,District_Asahidoori,District_Azumadoori,District_Bentencho,District_Dainichidoori,District_Fukiaicho,District_Futatabisujicho,District_Gokodori,District_Hanakumacho,District_Hatatsukadoori,District_Higashikawasakicho,District_Higuredoori,District_Ikutacho,District_Kagoikedoori,District_Kaigandoori,District_Kamitsutsuidoori,District_Kamiwakadoori,District_Kanocho,District_Kitahommachidoori,District_Kitanagasadoori,District_Kitanocho,District_Kotonoocho,District_Kumochibashidoori,District_Kumochicho,District_Kumoidoori,District_Kunikadoori,District_Kusunokicho,District_Minamihommachidoori,District_Miyamotodoori,District_Motomachidoori,District_Nakajimadoori,District_Nakaocho,District_Nakayamatedoori,District_Ninomiyacho,District_Nozakidoori,District_Onoedoori,District_Sakaemachidoori,District_Sakaguchidoori,District_Shimoyamatedoori,District_Shinonomedoori,District_Shinsenjidoori,District_Suwayamacho,District_Tachibanadoori,District_Tamondoori,District_Tsutsuicho,District_Wakanadoori,District_Wakinohamacho,District_Warizukadoori,District_Yagumodoori,District_Yamamotodoori,Nearest_Station_Hanakuma,Nearest_Station_Iwaya (Hyogo),Nearest_Station_Kasuganomichi (Hankyu),Nearest_Station_Kasuganomichi (Hanshin),Nearest_Station_Kenchomae (Hyogo),Nearest_Station_Kobe (Hyogo),Nearest_Station_Kosokukobe,Nearest_Station_Mikage (Hankyu),Nearest_Station_Motomachi (JR),Nearest_Station_Nada,Nearest_Station_Nishimotomachi,Nearest_Station_Ojikoen,Nearest_Station_Okurayama (Hyogo),Nearest_Station_Rokko,Nearest_Station_Sannomiya (JR),Nearest_Station_Shinkobe,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
