,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyazaki Prefecture,Municipality_Nichinan City,District_Aburatsu,District_Agatahigashi,District_Agatanishi,District_Chuodori,District_Hoshikura,District_Imamachi,District_Iwasaki,District_Kamihiranocho,District_Kasugacho,District_Kiyama,District_Nakahirano,District_Nangochohigashimachi,District_Nangochokatagami,District_Nangochominamimachi,District_Nangochonakamura,District_Nangochonienami,District_Nangochonishimachi,District_Nangochowakimoto,District_Nishibembun,District_Nishimachi,District_Oaza Higashibembun,District_Oaza Hirano,District_Oaza Hirayama,District_Oaza Hoshikura,District_Oaza Itajiki,District_Oaza Kazeda,District_Oaza Kusubaru,District_Oaza Masuyasu,District_Oaza Matsunaga,District_Oaza Nishibembun,District_Oaza Shimokata,District_Oaza Todaka,District_Oaza Tonotokoro,District_Oaza Yoshinokata,District_Obi,District_Odotsu,District_Otohimecho,District_Segai,District_Senishi,District_Sonoda,District_Tempuku,District_Todaka,District_Tokitocho,District_Umegahama,District_Zaimokucho,Nearest_Station_Aburazu,Nearest_Station_Kitago,Nearest_Station_Nango,Nearest_Station_Nichinan,Nearest_Station_Obi,Nearest_Station_Odotsu,Nearest_Station_Uchinoda,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
