,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Yamaguchi Prefecture,Municipality_Ube City,District_Asahimachi,District_Bunkyocho,District_Chuocho,District_Higashikotoshiba,District_Higashishibanakacho,District_Higashishinkawacho,District_Kamiharacho,District_Komatsubaracho,District_Kotobukicho,District_Kotoshibacho,District_Kuroishikita,District_Matsushimacho,District_Matsuyamacho,District_Meijimachi,District_Misakicho,District_Nishikicho,District_Nishikotoshiba,District_Nishiubeminami,District_Oaza Tsumazakigaisaku,District_Ondacho,District_Shibanakacho,District_Shima,District_Shintencho,District_Showacho,District_Tokiwacho,District_Uemachi,District_Unoshimacho,District_Wakamatsucho,Nearest_Station_Higashishinkawa (Yamaguchi),Nearest_Station_Ino,Nearest_Station_Iwahana,Nearest_Station_Kotoshiba,Nearest_Station_Tsumazaki,Nearest_Station_Ube,Nearest_Station_Ubemisaki,Nearest_Station_Ubeshinkawa,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
