,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,"Municipality_Higashi Ward,Niigata City",District_Akiba,District_Akibadoori,District_Awayama,District_Botan-yama,District_Chojamachi,District_Ebigase,District_Ebigaseshimmachi,District_Fujimicho,District_Funaecho,District_Furukawacho,District_Furuminatomachi,District_Geba,District_Gebahoncho,District_Gebashimmachi,District_Hamamachi,District_Hamayacho,District_Hanamizuki,District_Higashinakajima,District_Higashinakanoyama,District_Hitoichi,District_Honjo,District_Ishiyama,District_Ishiyamadanchi,District_Kamikido,District_Kitabacho,District_Kodo,District_Kodohoncho,District_Kodoshimmachi,District_Koei,District_Koganecho,District_Koganedai,District_Konan,District_Koyo,District_Kuukonishi,District_Matsusaki,District_Matsushima,District_Matsuwacho,District_Matsuzono,District_Minamishichiku,District_Moegino,District_Momoyamacho,District_Monomiyama,District_Nakajima,District_Nakakido,District_Nakanoyama,District_Nakayama,District_Nishikimachi,District_Ogatahoncho,District_Okayama,District_Oyachi,District_Oyama,District_Rinko,District_Sarugababa,District_Shichiku,District_Shimmatsusaki,District_Shimmeimachi,District_Shimokido,District_Shin-ishiyama,District_Shin-okayama,District_Shinkawacho,District_Shirogane,District_Suehirocho,District_Taihei,District_Takaramachi,District_Takeo,District_Terayama,District_Tomei,District_Toshimmachi,District_Tsukimimachi,District_Tsushimaya,District_Wakabacho,District_Yamakido,District_Yamanoshitamachi,District_Yanagigaoka,District_Yutaka,District_Yuuraku,District_Zaimokucho,Nearest_Station_Echigoishiyama,Nearest_Station_Higashiniigata,Nearest_Station_Mikawa (Niigata),Nearest_Station_Niigata,Nearest_Station_Niizaki,Nearest_Station_None,Nearest_Station_Ogata,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
