,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,"Municipality_Higashiyama Ward,Kyoto City",District_Awata Gakku,District_Fukuinegoshonouchicho,District_Fukuinekakimotocho,District_Fukuinekamitakamatsucho,District_Fukuineshimotakamatsucho,District_Fukuinetakaharacho,District_Hommachi,District_Ikkyo Gakku,District_Imakumanoamidagaminecho,District_Imakumanohiyoshicho,District_Imakumanohozocho,District_Imakumanominamidanicho,District_Imakumanominamihiyoshicho,District_Imakumanonaginomoricho,District_Imakumanotsuruginomiyacho,District_Kiyomizu Gakku,District_Rokuhara Gakku,District_Sennyujisuzumegamoricho,District_Sennyujitorincho,District_Shimmichi Gakku,District_Shudo Gakku,District_Teikyo Gakku,District_Yasaka Gakku,District_Yuusai Gakku,Nearest_Station_Gionshijou,Nearest_Station_Higashino (Kyoto),Nearest_Station_Higashiyama (Kyoto),Nearest_Station_Keage,Nearest_Station_Kiyomizugojou,Nearest_Station_Sanjo (Kyoto),Nearest_Station_Sanjokeihan,Nearest_Station_Shichijo,Nearest_Station_Tobakaido,Nearest_Station_Tofukuji,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
