,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,Municipality_Akabira City,District_Higashibunkyocho,District_Higashiomachi,District_Hiragishiakebonocho,District_Hiragishihigashimachi,District_Hiragishinakamachi,District_Hiragishishinkocho,District_Hoeicho,District_Honcho,District_Horookacho,District_Hyakkochonishi,District_Izumimachi,District_Kitabunkyocho,District_Kyowacho,District_Miyashitacho,District_Mojirichuochominami,District_Mojirihoncho,District_Mojirimotomachikita,District_Mojirishimmachi,District_Nishibunkyocho,District_Nishikimachi,District_Nishitoyosatocho,District_Omachi,District_Saiwaicho,District_Showacho,District_Wakakichohigashi,District_Wakakichokita,District_Wakakichominami,Nearest_Station_Akabira,Nearest_Station_Hiragishi (JR),Nearest_Station_Moshiri,Nearest_Station_None,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
