,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukui Prefecture,Municipality_Tsuruga City,District_Aioicho,District_Akasaki,District_Azono,District_Chuocho,District_Do,District_Fujigaokacho,District_Futamura,District_Gomyo,District_Hara,District_Heiwacho,District_Hinomizucho,District_Hirakicho,District_Hommachi,District_Horaicho,District_Ichinonocho,District_Imojicho,District_Izumigaokacho,District_Kaguracho,District_Kanayama,District_Kanegasakicho,District_Kawasakicho,District_Kiyomizucho,District_Kizaki,District_Kotakari,District_Kumommyo,District_Kunihirocho,District_Kuretakecho,District_Kushibayashi,District_Kushikawa,District_Kushikawacho,District_Kutsumi,District_Maizakicho,District_Matsubacho,District_Matsubaracho,District_Matsuecho,District_Matsushimacho,District_Michinokuchi,District_Minatomachi,District_Mishima,District_Mishimacho,District_Motomachi,District_Nagaso,District_Nagatani,District_Naka,District_Nogami,District_Nosaka,District_Okayamacho,District_Okura,District_Sakaeshimmachi,District_Shimmatsushimacho,District_Shinwacho,District_Shiroganecho,District_Showacho,District_Sunagare,District_Takano,District_Toyocho,District_Tsunai,District_Tsunaicho,District_Tsunogacho,District_Wakabacho,District_Wakuno,District_Yama,District_Yamashimizu,District_Yoza,District_Yuukicho,Nearest_Station_Awano,Nearest_Station_Nishitsuruga,Nearest_Station_Tsuruga,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
